02108,07:53:19.0000000,2012-03-06,2012-03-09,50,60,-11,
02108,09:41:11.0000000,2012-03-07,2012-03-08,61,20,-7,
02108,09:41:11.0000000,2012-03-07,2012-03-10,37,0,-3,
02108,15:31:00.0000000,2012-03-08,2012-03-09,48,20,-13,
02108,15:31:00.0000000,2012-03-08,2012-03-11,54,0,-4,
02108,06:41:36.0000000,2012-03-09,2012-03-10,37,20,-3,
02108,06:41:36.0000000,2012-03-09,2012-03-12,66,0,-5,
02108,20:09:05.0000000,2012-03-10,2012-03-11,54,0,-4,
02108,20:09:05.0000000,2012-03-10,2012-03-13,64,20,-7,
02108,12:05:51.0000000,2012-03-11,2012-03-12,66,0,-5,
02108,12:05:51.0000000,2012-03-11,2012-03-14,61,0,4,
02108,08:55:21.0000000,2012-03-12,2012-03-13,68,40,-3,
02108,08:55:21.0000000,2012-03-12,2012-03-15,50,0,8,
02108,08:17:50.0000000,2012-03-13,2012-03-14,50,20,-7,
02108,08:17:50.0000000,2012-03-13,2012-03-16,48,0,2,
02108,09:10:21.0000000,2012-03-14,2012-03-15,46,10,4,
